introgression_tract,overlapping_gene,gene_name,overlapping_bases,gene_length,percent_introgressed,gene_coordinates,gene_info
NW-022145594.1:12811850-12929285,LOC115921465,uncharacterized LOC115921465,1843,356,19.316332067281607,NW_022145594.1:12928929-12930772, SPU_025433|Igf_44 Manually curated
NW-022145594.1:12811850-12929285,LOC115920927,uncharacterized LOC115920927,2760,2760,100.0,NW_022145594.1:12925362-12928122, SPU_018030|Igf_15|SPU_025433|Igf_44 Manually curated
NW-022145606.1:38649745-38766822,LOC115927718,uncharacterized LOC115927718,30567,30567,100.0,NW_022145606.1:38713856-38744423, Manually curated
NW-022145606.1:38649745-38766822,LOC115927719,protein NLRC5-like,15323,15323,100.0,NW_022145606.1:38744465-38759788, Manually curated
NW-022145598.1:29409399-29526164,LOC105446936,neurogenic locus notch homolog protein 1-like,2459,2459,100.0,NW_022145598.1:29459757-29462216, Manually curated
NW-022145598.1:29409399-29526164,LOC115923269,uncharacterized LOC115923269,1431,1431,100.0,NW_022145598.1:29513377-29514808, Manually curated
NW-022145598.1:23398590-23514541,LOC105443006,,20805,20805,100.0,NW_022145598.1:23486923-23507728, Manually curated
NW-022145610.1:12245558-12360666,LOC115929201,cyclin-dependent kinase 9-like,4901,4901,100.0,NW_022145610.1:12342676-12347577, Manually curated
NW-022145610.1:12245558-12360666,LOC105446839,uncharacterized LOC105446839,5647,2286,40.48167168408005,NW_022145610.1:12358380-12364027, Manually curated
NW-022145610.1:12245558-12360666,LOC592090,uncharacterized LOC592090,13396,13396,100.0,NW_022145610.1:12261374-12274770, SPU_015094|SPU_013712|SPU_015093 Manually curated
NW-022145610.1:12245558-12360666,LOC115918127,kynurenine--oxoglutarate transaminase 3-like,18322,18322,100.0,NW_022145610.1:12324118-12342440, Sp-Ccbl2|SPU_021060|cysteine conjugate-beta lyase 2|kynurenine aminotransferase III|kynurenine--oxoglutarate transaminase 3|cysteine-S-conjugate beta-lyase 2 Manually curated
NW-022145610.1:12245558-12360666,LOC115929364,probable low affinity copper uptake protein 2,4244,4244,100.0,NW_022145610.1:12351464-12355708, Manually curated
NW-022145610.1:12245558-12360666,LOC115929146,pre-mRNA-splicing factor SYF1-like,42622,42622,100.0,NW_022145610.1:12278425-12321047, Sp-Xab2|SPU_025110|XPA binding protein 2 Manually curated
NW-022145602.1:11059785-11174616,LOC579853,,194299,114831,59.100149769170194,NW_022145602.1:11046623-11240922, Sp-Egf/Ty|SPU_012001|Sp-EchnL_14|SPU_018709|echinonectin-like-14|Sp-Echn41|SPU_025282|Sp-Egfia|SPU_023847|fibropellin Ia|echinonectin-41|SPU_025281|SPU_017457|Sp-Dmbt1|SPU_001449|deleted in malignant brain tumors 1 Manually curated
NW-022145609.1:15146347-15260637,LOC115928808,uncharacterized LOC115928808,4893,4893,100.0,NW_022145609.1:15223643-15228536, Manually curated
NW-022145609.1:15146347-15260637,LOC115928506,neurogenic locus notch homolog protein 1-like,1750,1750,100.0,NW_022145609.1:15232915-15234665, Sp-Fn3/Egff_13|SPU_025304 Manually curated
NW-022145609.1:15146347-15260637,LOC105445382,fibropellin-1-like,6638,6638,100.0,NW_022145609.1:15238945-15245583, Manually curated
NW-022145610.1:25731878-25844149,LOC594165,TNF receptor-associated factor 1,4753,701,14.748579844308857,NW_022145610.1:25727826-25732579, Sp-Traf1_1|Sp-Traf|Sp-Traf1|Tnf receptor-associated factor 1|SPU_026479|SPU_010527|SPU_012840 Manually curated
NW-022145610.1:25731878-25844149,LOC115929208,uncharacterized LOC115929208,4084,4084,100.0,NW_022145610.1:25760158-25764242, Manually curated
NW-022145610.1:25731878-25844149,LOC579877,TNF receptor-associated factor 3,2091,2091,100.0,NW_022145610.1:25839527-25841618, Sp-Traf3_1|SPU_018953|TNF receptor-associated factor 3-1 Manually curated
NW-022145610.1:25731878-25844149,LOC115929207,uncharacterized LOC115929207,9254,9254,100.0,NW_022145610.1:25750847-25760101, Sp-Hypp_7899|SPU_015574|hypothetical protein-7899|replicase/helicase/endonuclease-like Manually curated
NW-022145610.1:25731878-25844149,LOC591826,uncharacterized LOC591826,13728,13728,100.0,NW_022145610.1:25783433-25797161, Manually curated
NW-022145606.1:37579198-37690586,LOC105443765,dentin sialophosphoprotein-like,15735,15735,100.0,NW_022145606.1:37623474-37639209, Manually curated
NW-022145606.1:39837809-39949102,LOC765098,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1-like",1391,1391,100.0,NW_022145606.1:39841667-39843058, Manually curated
NW-022145606.1:39837809-39949102,LOC105445985,"beta-1,3-galactosyltransferase 5-like",1170,1170,100.0,NW_022145606.1:39842913-39844083, SPU_022348 Manually curated
NW-022145606.1:39837809-39949102,LOC105441906,uncharacterized LOC105441906,3818,3818,100.0,NW_022145606.1:39896830-39900648, Sp-Nlr154|SPU_027808|NACHT and LRR containing protein Manually curated
NW-022145606.1:39837809-39949102,LOC105441905,uncharacterized LOC105441905,26494,26494,100.0,NW_022145606.1:39869498-39895992, Manually curated
NW-022145596.1:15476795-15587768,LOC100894000,kidins220,80021,17,0.021244423338873546,NW_022145596.1:15396791-15476812,"['kinase D interacting substrate 220', ' Sp-Kidins220|SPU_019649|Sp-Kidins220L|SPU_003950|Sp-Kidins220L_2|SPU_015650|kinase D-interacting substrate 220-like-2|kinase D-interacting substrate|220kDa-like|220kDa; KIAA1250 protein-like|kinase D-interacting substrate, 220kDa|KIAA1250 protein-like|LOC100894000|kinase D-interacting substrate of 220 kDa B|LOC110989808 Manually curated']"
NW-022145596.1:15476795-15587768,LOC100887930,mospd2,22731,187,0.8226650829264002,NW_022145596.1:15587581-15610312,"['motile sperm domain containing 2', ' motile sperm domain-containing protein 2|LOC100887930|SPU_022801|Sp-Mospd2|SPU_003172|motile sperm domain containing 2|LOC110989810 Manually curated']"
NW-022145601.1:10277883-10387755,LOC105446137,"NACHT, LRR and PYD domains-containing protein 5-like",38018,31305,82.34257456994055,NW_022145601.1:10271170-10309188, Sp-Nlr38|SPU_003715 Manually curated
NW-022145601.1:10277883-10387755,LOC105447277,"NACHT, LRR and PYD domains-containing protein 5-like",23556,5710,24.24010867719477,NW_022145601.1:10382045-10405601, Manually curated
NW-022145603.1:30678189-30786972,LOC115925345,uncharacterized LOC115925345,3157,3157,100.0,NW_022145603.1:30754118-30757275, Manually curated
NW-022145603.1:30678189-30786972,LOC105438349,uncharacterized LOC105438349,3157,3157,100.0,NW_022145603.1:30719435-30722592, Manually curated
NW-022145603.1:30678189-30786972,LOC115925271,uncharacterized LOC115925271,20734,20734,100.0,NW_022145603.1:30722664-30743398, Manually curated
NW-022145603.1:30678189-30786972,LOC105437098,uncharacterized LOC105437098,16195,289,1.7845013893176906,NW_022145603.1:30662283-30678478, Sp-Hypp_166|Sp-Nlr67|hypothetical protein-2396|Sp-Hypp_2396|Sp-Nlr60|SPU_022394|SPU_018628|SPU_020436|SPU_023550|hypothetical protein-166 Manually curated
NW-022145603.1:30678189-30786972,LOC105438350,uncharacterized LOC105438350,45382,29625,65.27918558018597,NW_022145603.1:30757347-30802729, Sp-Nlr184|SPU_005410|NACHT and LRR containing protein|SPU_014531|hypothetical protein-1996|Hypp_1996|SPU_011662 Manually curated
NW-022145606.1:8435524-8543604,LOC105447172,uncharacterized LOC105447172,34794,7846,22.54986491923895,NW_022145606.1:8535758-8570552, Manually curated
NW-022145598.1:27501931-27609953,LOC115923080,uncharacterized LOC115923080,8854,8854,100.0,NW_022145598.1:27563471-27572325, Manually curated
NW-022145598.1:27501931-27609953,LOC115923248,300 kDa antigen AG231-like,3525,3525,100.0,NW_022145598.1:27554427-27557952, Manually curated
NW-022145603.1:2911618-3018631,LOC588387,uncharacterized LOC588387,5128,5128,100.0,NW_022145603.1:2934295-2939423, Manually curated
NW-022145603.1:2911618-3018631,LOC115925366,BAG family molecular chaperone regulator 1-like,10672,5518,51.70539730134932,NW_022145603.1:2906464-2917136, Manually curated
NW-022145603.1:2911618-3018631,LOC105436390,elongator complex protein 4,15576,15576,100.0,NW_022145603.1:2917342-2932918, endonuclease-reverse transcriptase-74-like |Sp-Endrvt74|pericardine|Sp-PcrdL|SPU_001243|SPU_015754|SPU_010237|SPU_004151 Manually curated
NW-022145603.1:2911618-3018631,LOC115925367,fibropellin-1-like,19872,5898,29.679951690821255,NW_022145603.1:3012733-3032605, Sp-Notch2L|SPU_005206|notch 2-like Manually curated
NW-022145602.1:14301393-14407177,LOC100890230,E3 ubiquitin-protein ligase Midline-1-like,3085,3085,100.0,NW_022145602.1:14394174-14397259, Sp-Hypp_1419|SPU_002916|hypothetical protein-1419 Manually curated
NW-022145602.1:14301393-14407177,LOC115924912,uncharacterized LOC115924912,11733,11733,100.0,NW_022145602.1:14344392-14356125, Manually curated
NW-022145602.1:14301393-14407177,LOC115918033,uncharacterized LOC115918033,11509,11509,100.0,NW_022145602.1:14368517-14380026, Manually curated
NW-022145606.1:30243804-30349474,LOC115927108,uncharacterized LOC115927108,4346,4285,98.59641049240682,NW_022145606.1:30345189-30349535, Manually curated
NW-022145606.1:30243804-30349474,LOC115927378,uncharacterized LOC115927378,6074,6074,100.0,NW_022145606.1:30307527-30313601, Manually curated
NW-022145606.1:30243804-30349474,LOC105438748,uncharacterized LOC105438748,13888,13888,100.0,NW_022145606.1:30325614-30339502, Manually curated
NW-022145604.1:14205403-14310387,LOC115918780,ATP-dependent RNA helicase DHX8-like,29678,19778,66.64195700518903,NW_022145604.1:14195503-14225181, DEAH (Asp-Glu-Ala-His) box polypeptide 8 |Sp-Dhx8|SPU_005092|SPU_025505|SPU_019562|SPU_028476 Manually curated
NW-022145604.1:14205403-14310387,LOC105438131,sodium- and chloride-dependent betaine transporter-like,8503,8503,100.0,NW_022145604.1:14250803-14259306, Manually curated
NW-022145604.1:14205403-14310387,LOC115926051,sodium- and chloride-dependent taurine transporter-like,23078,23078,100.0,NW_022145604.1:14278599-14301677, Sp-Slc6a12|SPU_007290|solute carrier family 6 member 12 Manually curated
NW-022145602.1:17102856-17207513,LOC105442095,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,7878,7878,100.0,NW_022145602.1:17132527-17140405, Manually curated
NW-022145604.1:24066587-24171222,LOC115926134,elongator complex protein 2-like,33907,5340,15.748960391659539,NW_022145604.1:24038020-24071927, Sp-Hypp_931-2|SPU_019201|hypothetical protein-931-2|retrovirus polyprotein-like|Sp-PppL_142|SPU_025385|pol polyprotein like-142|Sp-Hypp_931|SPU_019200|hypothetical protein-931|SPU_025382 Manually curated
NW-022145609.1:5136860-5241460,LOC115928713,"glutaryl-CoA dehydrogenase, mitochondrial-like",14045,8427,60.0,NW_022145609.1:5131242-5145287, Manually curated
NW-022145609.1:5136860-5241460,LOC115928766,protein SDA1 homolog,9015,9015,100.0,NW_022145609.1:5191691-5200706, Manually curated
NW-022145599.1:15561373-15665687,LOC100893319,uncharacterized LOC100893319,477,477,100.0,NW_022145599.1:15633242-15633719, Manually curated
NW-022145599.1:15561373-15665687,LOC115923747,low-density lipoprotein receptor-like,6852,2544,37.127845884413304,NW_022145599.1:15663143-15669995, Manually curated
NW-022145599.1:15561373-15665687,LOC576125,protein sidekick-2,75766,3438,4.537655412718106,NW_022145599.1:15489045-15564811, Sp-Sdk2|SPU_002435|Sidekick 2|Sp-Fn3/Igf_41|SPU_023843 Manually curated
NW-022145609.1:25545620-25649277,LOC100893700,uncharacterized LOC100893700,8393,8393,100.0,NW_022145609.1:25562011-25570404, Manually curated
NW-022145609.1:25545620-25649277,LOC115928550,"NACHT, LRR and PYD domains-containing protein 3-like",7893,7893,100.0,NW_022145609.1:25599070-25606963, Manually curated
NW-022145609.1:25545620-25649277,LOC100891567,ubiquitin-like-conjugating enzyme ATG10,5892,1718,29.158180583842498,NW_022145609.1:25647559-25653451, Manually curated
NW-022145609.1:25545620-25649277,LOC594671,amiloride-sensitive sodium channel subunit alpha,18447,9986,54.13346343578902,NW_022145609.1:25537159-25555606, Manually curated
NW-022145606.1:5674433-5776845,LOC115927180,uncharacterized LOC115927180,2446,2446,100.0,NW_022145606.1:5697225-5699671, Manually curated
NW-022145606.1:5674433-5776845,LOC105438637,probable serine/threonine-protein kinase roco11,7098,7098,100.0,NW_022145606.1:5679733-5686831, Manually curated
NW-022145600.1:3809912-3911394,LOC115924302,uncharacterized LOC115924302,1704,1704,100.0,NW_022145600.1:3841310-3843014, Manually curated
NW-022145600.1:3809912-3911394,LOC584603,cytochrome P450 2U1,7974,7974,100.0,NW_022145600.1:3855952-3863926, Manually curated
NW-022145600.1:3809912-3911394,LOC115924303,octopamine receptor 1-like,1140,1140,100.0,NW_022145600.1:3868705-3869845, Manually curated
NW-022145600.1:3809912-3911394,LOC115924304,acid-sensing ion channel 2-like,5211,2058,39.49337938975245,NW_022145600.1:3909336-3914547, Sp-Accn2L|SPU_021761|amiloride-sensitive cation channel 2-like|sodium channel 2-like|Sp-AsicL9|acid-sensing ion channel-like|amiloride-sensitive sodium channel Manually curated
NW-022145600.1:3809912-3911394,LOC100891757,retinol dehydrogenase 8,11132,11132,100.0,NW_022145600.1:3812581-3823713, SPU_019509 Manually curated
NW-022145600.1:3809912-3911394,LOC582508,retinol dehydrogenase 8,5251,5251,100.0,NW_022145600.1:3831018-3836269, Sp-Rdh8_5|retinol dehydrogenase 8|SPU_019510 Manually curated
NW-022145600.1:3809912-3911394,LOC105444445,cytochrome P450 2U1-like,7026,7026,100.0,NW_022145600.1:3844399-3851425, Sp-Cyp2L49|SPU_022110|Cytochrome P450 Family 2 like|CYP2 Manually curated
NW-022145600.1:10682182-10783497,LOC115924128,D(1A) dopamine receptor-like,1729,1729,100.0,NW_022145600.1:10725194-10726923, Sp-Gpr151L_11|SPU_018006|G protein-coupled receptor 151-like-11 Manually curated
NW-022145600.1:10682182-10783497,LOC594026,smc3,27574,8412,30.50699934721114,NW_022145600.1:10663020-10690594,"['structural maintenance of chromosomes 3', ' LOC594026|Sp-Bamacan|SPU_019803|chondroitin sulfate proteoglycan 6|cspg6|structural maintenantce of chromosomes 3|SPU_018499|structural maintenance of chromosomes protein 3|LOC110981284 Manually curated']"
NW-022145600.1:10682182-10783497,LOC105445848,lactadherin-like,18227,18227,100.0,NW_022145600.1:10695156-10713383, Manually curated
NW-022145600.1:10682182-10783497,LOC115924129,nociceptin receptor-like,1023,1023,100.0,NW_022145600.1:10779775-10780798, SPU_022883 Manually curated
NW-022145606.1:2827583-2928860,LOC578556,kinesin-like protein KIF27,44341,9728,21.939063169527074,NW_022145606.1:2792970-2837311, Sp-Kif27L2|SPU_027552|kinesin family member 27|SPU_021479 Manually curated
NW-022145606.1:33116384-33217651,LOC100890533,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like,5043,1875,37.180249851279,NW_022145606.1:33215776-33220819," ankyrin2,3/unc44-320 |Sp-Unc44_320| ankyrin2,3/unc44-2641 |Sp-Unc44_2641|SPU_001133|SPU_018105 Manually curated"
NW-022145606.1:33116384-33217651,LOC100890607,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,8932,8932,100.0,NW_022145606.1:33203146-33212078," ankyrin2,3/unc44-319 |Sp-Unc44_319|SPU_018104 Manually curated"
NW-022145609.1:18172131-18273290,LOC115928463,uncharacterized LOC115928463,1337,102,7.6290201944652205,NW_022145609.1:18170896-18172233, SPU_022185 Manually curated
NW-022145609.1:18172131-18273290,LOC105441465,leucine-rich repeat extensin-like protein 5,558,558,100.0,NW_022145609.1:18234115-18234673, Manually curated
NW-022145609.1:18172131-18273290,LOC105440289,uncharacterized LOC105440289,20572,20572,100.0,NW_022145609.1:18181031-18201603, Manually curated
NW-022145606.1:9254596-9355539,LOC115927203,RE1-silencing transcription factor-like,7363,7363,100.0,NW_022145606.1:9310084-9317447, Sp-PppL_163|SPU_027820|pol polyprotein like-163 Manually curated
NW-022145606.1:9254596-9355539,LOC115927571,mucin-2-like,46198,2082,4.506688601238149,NW_022145606.1:9210480-9256678, Sp-Rt12|SPU_018293|reverse transcriptase-12|SPU_026823|SPU_026130 Manually curated
NW-022145610.1:28962860-29063722,LOC105438666,myb-like protein X,2920,2920,100.0,NW_022145610.1:28970777-28973697, Manually curated
NW-022145610.1:28962860-29063722,LOC105442757,vicilin-like seed storage protein At2g18540,1809,1809,100.0,NW_022145610.1:29005304-29007113, Manually curated
NW-022145610.1:28962860-29063722,LOC105442756,uncharacterized LOC105442756,1178,1178,100.0,NW_022145610.1:29007424-29008602, Manually curated
NW-022145610.1:28962860-29063722,LOC105446910,serine/arginine-rich SC35-like splicing factor SCL33,906,906,100.0,NW_022145610.1:29019179-29020085, Sp-PppL_253|SPU_009330|pol polyprotein like-253 Manually curated
NW-022145610.1:28962860-29063722,LOC115929022,caldesmon-like,4484,4484,100.0,NW_022145610.1:29057621-29062105, Manually curated
NW-022145610.1:28962860-29063722,LOC115929104,myosin-11-like,16325,16325,100.0,NW_022145610.1:29023752-29040077, Manually curated
NW-022145603.1:32341048-32441449,LOC105439541,uncharacterized LOC105439541,66504,37551,56.46427282569469,NW_022145603.1:32312095-32378599," ankyrin2,3/unc44-314 |Sp-Unc44_314|hypothetical protein-2536|Sp-Hypp_2536|SPU_021099|SPU_003094|SPU_016756 Manually curated"
NW-022145601.1:7867076-7966895,LOC100888342,uncharacterized LOC100888342,6494,6494,100.0,NW_022145601.1:7932584-7939078, Manually curated
NW-022145601.1:7867076-7966895,LOC115924483,SUZ domain-containing protein 1-like,11527,11296,97.99600936930685,NW_022145601.1:7955599-7967126, Manually curated
NW-022145601.1:7867076-7966895,LOC100891478,F-box only protein 6,10672,3391,31.774737631184408,NW_022145601.1:7859795-7870467, Sp-Fbxo6|SPU_008977|F-box protein 6 Manually curated
NW-022145607.1:31860059-31959835,LOC105446680,uncharacterized LOC105446680,52234,52234,100.0,NW_022145607.1:31891145-31943379, SPU_011382 Manually curated
NW-022145601.1:11591195-11689599,LOC100893954,ankyrin repeat domain-containing protein 50-like,2345,531,22.643923240938165,NW_022145601.1:11589381-11591726, Manually curated
NW-022145601.1:11591195-11689599,LOC115924662,ankyrin-1-like,3042,3042,100.0,NW_022145601.1:11602029-11605071, Manually curated
NW-022145601.1:11591195-11689599,LOC754148,ankyrin-3-like,3845,3845,100.0,NW_022145601.1:11626474-11630319," Sp-Unc44L_91|Sp-Unc44L_15| ankyrin2,3/unc44-like-91 | ankyrin2,3/unc44-like-15|SPU_001433|SPU_013418 Manually curated"
