"Summary of tests for positive selection at the 6,520 single-copy orthologs. Also included are measures of codon bias (ENC and Nc') and GC content.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Official Gene ID,Common_name,Synonyms,Best Genbank Hit,Total No. of Codons,No. of Codons Analyzed,Model M0 dN,Model M0 dS,Model M0 dN/dS,Model M0 kappa,p1M8,Model M0 lnL,Model M7 lnL,Model M8 lnL,M8 vs. M7 LRT Score,Empirical P-value,Empirical Q-value,Empirical Lfdr,Effective No. of Codons (ENC),Novembre's Nc',GC Content,3rd position GC Content,Intron GC Content,Flanking Region GC Content
SPU_001593,Sp-Hypp_3114,hypothetical protein-3114,none,1081,842,0.1136,0.3165,0.35904,2.31401,0.01062,-5833.06,-5800.98,-5789.36,23.2306,0,0,0.00727891,52.27,52.7141,0.473,0.437,0.333574,0.337
SPU_013893,Sp-Cts5,"Sp-Cathepsin5, Sp-CtsZ-l2, Sp-CathepsinZ-like2",AAO64476.1,293,189,0.1478,0.2907,0.50853,1.51921,0.12244,-1368.67,-1339.58,-1327.97,23.2285,0,0,0.00727891,51.82,43.5616,0.526,0.536,0.354565,0.3595
SPU_008300,Sp-NiempC1,Niemann Pick,62087676,1332,899,0.0886,0.4297,0.20619,2.88706,0.02527,-6261.61,-6168.27,-6156.66,23.2266,0,0,0.00727891,54.49,47.7739,0.494,0.569,0.345344,0.377
SPU_017755,Sp-C3orf1,human chromosome 3 open reading frame 1,AF210057_1,346,296,0.1242,0.3071,0.40444,3.17437,0.01218,-2081.13,-2066.34,-2054.74,23.2029,0,0,0.00727891,53.99,59.6992,0.459,0.353,0.345844,0.349
SPU_011759,Sp-Lrr/Igr_12,none,none,1154,1059,0.1887,0.2807,0.67247,2.74821,0.06091,-8123.62,-8086.51,-8074.97,23.0933,0,0,0.00727891,59.59,58.9076,0.443,0.472,NULL,0.3695
SPU_030072,Sp-TnfsfL4,tumor necrosis factor superfamily like4,none,319,196,0.216,0.5252,0.41128,1.73658,0.0146,-1673.13,-1650.11,-1638.57,23.0708,0,0,0.00727891,56.71,45.9717,0.524,0.595,0.343365,0.339126
SPU_019377,Sp-Hypp_2436,hypothetical protein-2436; centrosomal protein 55-like,EDL41796.1,382,302,0.1189,0.3288,0.36168,2.38844,0.12523,-2110,-2073.84,-2062.34,23.0075,0,0,0.00727891,59.83,54.2157,0.509,0.517,0.31896,0.3525
SPU_003739,Sp-Hypp_1479,hypothetical protein-1479,none,450,189,0.2089,0.1696,1.23224,4.51419,0.13083,-1312.44,-1312.85,-1301.43,22.8325,0,0,0.00727891,48.67,55.6026,0.492,0.34,NULL,0.3255
SPU_007042,Sp-Hypp_3014,hypothetical protein-3014,none,601,168,0.0484,0.3475,0.13921,2.20142,0.00617,-1063.41,-1054.8,-1043.38,22.8314,0,0,0.00727891,53.22,53.2145,0.503,0.403,0.326147,0.358947
SPU_008122,Sp-C3orf63L,human chromsome 3 open reading frame 63-like; retinoblastoma-associated protein 140-like,NP_001108351.1,1313,1056,0.0982,0.3117,0.31491,2.19595,0.01158,-7093.94,-7054.65,-7043.23,22.8305,0,0,0.00727891,52.78,52.923,0.466,0.439,0.339965,0.337
SPU_018407,Sp-Hypp_2999,hypothetical protein-2999,none,366,283,0.1193,0.271,0.4403,2.41799,0.09063,-1985.41,-1963.21,-1951.91,22.5984,0,0,0.00727891,55.5,58.2296,0.553,0.338,0.352253,0.373
SPU_022373,Sp-Triad,none,AAS78931,1081,764,0.1782,0.3198,0.55707,2.83688,0.08741,-5912.24,-5887.4,-5876.16,22.4802,0,0,0.00727891,55.48,56.0611,0.47,0.423,0.354414,0.372
SPU_021621,Sp-MyX,Sp-Myosin X,P35580,876,745,0.0403,0.5293,0.07622,1.15776,0.00833,-4619.43,-4561.95,-4550.73,22.435,0,0,0.00727891,49.73,44.0889,0.507,0.594,0.349648,0.325566
SPU_018406,Sp-Hypp_2998,hypothetical protein-2998,none,372,274,0.1214,0.2797,0.43404,2.51981,0.09507,-1938.5,-1914.5,-1903.32,22.3484,0,0,0.00727891,53.02,53.328,0.553,0.339,0.352224,0.3785
SPU_001438,Sp-CckbrL,cholecystokinin B receptor-like,EAW68734.1,415,380,0.1951,0.3996,0.48822,2.5025,0.00826,-3152.53,-3128.81,-3117.66,22.2947,0,0,0.00727891,58.84,55.5294,0.493,0.506,NULL,0.37
SPU_004588,Sp-Setd2,SET domain containing 2,NP_054878.5,3024,2316,0.0895,0.2817,0.31768,2.10681,0.01777,-14912.1,-14825.7,-14814.6,22.1664,0,0,0.00727891,53.01,56.2725,0.458,0.382,0.337355,0.386
SPU_024444,Sp-Hypp_2732,hypothetical protein-2732; MAM domain containing 2,XP_002225822.1,358,211,0.1499,0.512,0.29286,1.40064,0.02159,-1653.69,-1621.27,-1610.23,22.0742,0,0,0.00727891,55.46,50.3009,0.5,0.51,0.366221,0.348718
SPU_018958,Sp-SmtnL,smoothelin-like,EAW59929.1,1160,664,0.0725,0.2226,0.32558,2.30041,0.00348,-4036.25,-4015.88,-4004.85,22.0666,0,0,0.00727891,51.15,52.7573,0.471,0.441,0.365689,0.3325
SPU_000771,Sp-B3galt1,"Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3GalT1) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1) (UDP-Gal:betaGlcNAc beta 1,3-galactosyltranferase-I)",61211702,490,423,0.2008,0.3655,0.54941,2.8045,0.09421,-3402.8,-3369.49,-3358.46,22.059,0,0,0.00727891,61,57.2763,0.457,0.503,NULL,0.3315
SPU_019164,Sp-Tep1-2,telomerase-associated protein 1-2,NP_009041.2,604,315,0.0851,0.3701,0.22979,2.87869,0.01853,-2102.03,-2066.79,-2055.77,22.0452,0,0,0.00727891,56.65,50.2758,0.487,0.537,0.32306,0.3625
SPU_010808,Sp-LshmanlsnL_1,none,NP_766411,860,437,0.1066,0.3095,0.34446,2.72469,0.03752,-2973.82,-2937.34,-2926.39,21.8849,0,0,0.00727891,51.65,51.4931,0.468,0.423,0.331666,0.3665
SPU_010269,Sp-Hypp_613,hypothetical protein-613,none,827,563,0.2737,0.3206,0.85387,3.12757,0.04258,-4876.75,-4873.15,-4862.29,21.7361,0,0,0.00727891,54.63,56.0354,0.472,0.431,0.360195,0.328
SPU_006262,Sp-Tmco7,transmembrane and coiled-coil domains containing protein 7,NP_078838.1,1141,739,0.079,0.269,0.29347,2.47888,0.00947,-4743.66,-4735.9,-4725.08,21.6409,0,0,0.00727891,53.23,50.2899,0.5,0.492,0.331624,0.37025
SPU_009214,Sp-Slc36a1_1,Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (Solute carrier family 36 member 1) ,51316800,482,342,0.0948,0.3353,0.28282,2.07315,0.01119,-2351.52,-2332.23,-2321.41,21.6407,0,0,0.00727891,53.7,52.0964,0.456,0.448,0.342561,0.319
SPU_026627,Sp-Mglur7,none,NP_000835.1,1375,1034,0.0692,0.2684,0.25783,2.53204,0.00863,-6469.11,-6411.07,-6400.33,21.4796,0,0,0.00727891,58.04,53.6057,0.474,0.501,0.366098,0.3555
SPU_014055,Sp-Z139,none,none,601,486,0.2277,0.3276,0.69504,2.08118,0.14628,-3925.28,-3906.64,-3895.94,21.4063,0,0,0.00727891,51.47,55.7768,0.421,0.378,NULL,0.343
SPU_026376,Sp-CtrhLr,none,AAI04736,928,770,0.0715,0.4163,0.17168,1.91981,0.01189,-5247.66,-5208.27,-5197.58,21.3749,0,0,0.00727891,59.68,53.2934,0.505,0.553,0.362988,0.3665
SPU_023450,Sp-Usp30,ubiquitin specific protease 30,NP_116052,504,341,0.0457,0.2927,0.15618,3.96063,0.00293,-2050.95,-2037.3,-2026.64,21.317,0,0,0.00727891,54.86,51.8763,0.501,0.511,0.349537,0.382105
SPU_006382,Sp-Slc1a1_1,"solute carrier family 1, member 1-1",AAH33040.1,899,676,0.0495,0.3576,0.13843,1.67925,0.00636,-4124,-4090.38,-4079.83,21.101,0,0,0.00727891,56.51,48.0793,0.507,0.605,0.34532,0.3745
SPU_008640,Sp-Asah1_1,N-acylsphingosine amidohydrolase (acid ceramidase) 1-1,BAF82170.1,365,261,0.0554,0.2038,0.27203,2.0449,0.01649,-1520.13,-1504.07,-1493.66,20.8184,0,0,0.00727891,57.08,52.4622,0.489,0.51,0.344657,0.361
SPU_016557,Sp-Rfx1L,"egulatory factor X, 1 (influences HLA class II expression)-like",CAA41730.1,367,276,0.1328,0.259,0.51272,3.04212,0.02865,-1904.19,-1888.46,-1878.05,20.8128,0,0,0.00727891,61,58.8056,0.494,0.483,0.396794,0.3775
SPU_022537,Sp-14-3-3_2,none,none,251,102,0.2321,0.6275,0.36982,0.95191,0.05085,-883.916,-856.26,-845.963,20.5931,0,0,0.00727891,57.89,54.8752,0.47,0.508,0.360232,0.372162
SPU_003093,Sp-Muc4,"mucin 4, cell surface associated",NP_060876.4,1274,455,0.1971,0.3518,0.56024,2.21551,0.05257,-3625.2,-3588.61,-3578.38,20.4736,0,0,0.00727891,51.79,50.6999,0.494,0.435,0.345263,0.338
SPU_016897,Sp-Slc5a6_1,"Solute carrier family 5 (sodium-dependent vitamin transporter), member 6  ",15215415,483,359,0.0387,0.3192,0.12121,1.82328,0.00285,-2157.19,-2137.73,-2127.52,20.4185,0,0,0.00727891,56.64,52.4897,0.467,0.456,0.333379,0.322
SPU_025057,Sp-Net,none,BAD91310,376,289,0.0114,0.4116,0.02773,2.0134,0.01447,-1543.44,-1533.28,-1523.09,20.3753,0,0,0.00727891,52.67,44.6962,0.545,0.675,0.379136,0.388
SPU_012518,Sp-Cara7LA,none,AAH94913,459,382,0.0814,0.3174,0.25637,2.18402,0.01605,-2522.02,-2487.11,-2476.96,20.2957,0,0,0.00727891,53.05,51.3071,0.503,0.452,0.365108,0.38
SPU_027544,Sp-Hypp_269,hypothetical protein-269; reverse transcriptase-like,AAN15747.1,1413,935,0.1455,0.3681,0.39535,2.63221,0.05864,-6982.56,-6932.99,-6922.87,20.2506,0,0,0.00727891,55.77,56.5358,0.467,0.406,0.353128,0.402183
SPU_017126,Sp-Nup153,nucleoporin 153 kDa; nuclear pore complex protein hnup153,CAA80982.1,1708,1292,0.0877,0.396,0.22135,2.86994,0.01364,-9084.42,-9019.64,-9009.56,20.1703,0,0,0.00727891,57.33,54.9019,0.53,0.485,0.364368,0.3685
SPU_028047,Sp-Hypp_3027,hypothetical protein-3027,none,2471,2132,0.1679,0.3734,0.44971,2.35972,0.03206,-16469.6,-16390.5,-16380.6,19.8241,0,0,0.00727891,51.42,55.3621,0.439,0.365,0.398268,0.326667
SPU_027356,Sp-Cadherin_9,none,none,3723,2523,0.0365,0.3212,0.11354,2.25559,0.0144,-14602.2,-14505.6,-14495.7,19.8089,0,0,0.00727891,53.22,44.3633,0.525,0.623,0.356056,0.34
SPU_011399,Sp-Bag2,Bcl-associated athanogene 2,NP_004273.1,214,153,0.1474,0.3641,0.40484,2.72446,0.06941,-1142.38,-1126.41,-1116.51,19.8034,0,0,0.00727891,51.43,43.3558,0.516,0.587,0.369955,0.353333
SPU_001316,Sp-Hs3st2L,heparan sulfate (glucosamine) 3-O-sulfotransferase 2-like,BAG36249.1,514,406,0.0549,0.2551,0.21541,1.79976,0.02116,-2416.09,-2396.79,-2387.03,19.5218,0,0,0.00727891,58.46,54.5366,0.475,0.542,NULL,0.374
SPU_011323,Sp-Hypp_3066,hypothetical protein-3066,none,1074,826,0.1261,0.3137,0.40201,2.51363,0.03456,-5858.91,-5819.56,-5809.83,19.4548,0,0,0.00727891,52.82,53.4968,0.487,0.416,0.360561,0.3725
SPU_016849,Sp-Snx6,sorting nexin 6; TRAF4-associated factor 2,NP_081274.2,448,224,0.0235,0.3127,0.07512,1.70466,0.00457,-1240.36,-1231.72,-1222.06,19.3257,0,0,0.00727891,55.18,51.6403,0.458,0.495,0.343906,0.336
SPU_026850,Sp-Slc16a6L_11,"solute carrier family 16 (monocarboxylic acid transporters), member 6-like-11",EDS33475.1,555,373,0.1445,0.3086,0.46827,2.98534,0.04967,-2709.43,-2677.62,-2667.98,19.276,0,0,0.00727891,57.05,48.3011,0.52,0.562,0.357182,0.3775
SPU_027898,Sp-Hypp_277,hypothetical protein-277; leucine-rich repeat kinase 1-like,XP_002215127.1,2248,1227,0.1041,0.2349,0.44301,2.79979,0.119,-8046.67,-8001.4,-7991.77,19.2689,0,0,0.00727891,55.45,52.9226,0.492,0.495,0.341303,0.3485
SPU_005628,Sp-TardbpL1,TAR DNA binding protein,NP_031401,474,446,0.0114,0.2088,0.05483,2.58058,0.00226,-2313.29,-2304.44,-2294.85,19.1672,0,0,0.00727891,53.42,56.1225,0.493,0.418,0.332522,0.3525
SPU_028920,Sp-D130067i03riklp,RIKEN cDNA D130067I03 like gene,NM_172485,1709,1385,0.055,0.3583,0.1535,1.65767,0.04063,-8803.55,-8730.5,-8720.96,19.0859,0,0,0.00727891,55.04,52.7593,0.504,0.444,0.355985,0.3455
SPU_018413,Sp-Lrr_2,leucine-rich repeat domain protein (fungi)-like,ZP_02733950.1,918,593,0.067,0.2801,0.23935,2.55196,0.00547,-3728.7,-3696.52,-3686.98,19.0817,0,0,0.00727891,57.28,56.4613,0.492,0.438,0.340349,0.387
SPU_001279,Sp-Slc12a8,"solute carrier family 12, member 8 (cation-chloride cotransporter)","19527414, 17224940",636,522,0.0504,0.5534,0.09104,2.55351,0.01344,-3566.85,-3520.92,-3511.4,19.0478,0,0,0.00727891,54.5,45.4815,0.53,0.631,0.36517,0.2985
SPU_001867,Sp-Asp,alkaline serine protease (bacterial),EAZ75709.1,380,240,0.0854,0.3247,0.26295,1.50445,0.02735,-1618.16,-1593.34,-1583.82,19.0373,0,0,0.00727891,55.74,49.4378,0.546,0.544,0.353345,0.3415
SPU_010947,Sp-Hypp_-634,hypothetical protein-634; MAM domain containing; human chromosome 10 open reading frame 112-like,EEA48920.1,887,611,0.1369,0.6338,0.21592,1.55163,0.02103,-4879.3,-4774.45,-4764.95,19.0041,0,0,0.00727891,57.06,54.8899,0.479,0.482,0.369632,0.316157
SPU_022411,Sp-Ttrspn_17,none,AAH54965,886,706,0.1327,0.3442,0.38552,2.3373,0.01832,-5182.09,-5143.56,-5134.11,18.9056,0,0,0.00727891,58.33,54.3766,0.508,0.513,0.383722,0.368
SPU_007236,Sp-Adcy3_1,adenylate cyclase 3-1,AAH57113.1,571,474,0.055,0.2853,0.19267,3.28184,0.00567,-2872.9,-2842.26,-2832.81,18.8933,0,0,0.00727891,57.07,51.4591,0.437,0.481,0.333012,0.34
SPU_026221,Sp-SLc5a9,"solute carrier family 5 (sodium/glucose cotransporter), member 9 ",31559940,653,521,0.0558,0.2055,0.27147,2.98622,0.03674,-2975.45,-2946.37,-2936.99,18.7662,0,0,0.00727891,55.92,46.9066,0.514,0.619,0.350661,0.3655
SPU_012834,Sp-Kcnj4,"Inward rectifier potassium channel 4 (Potassium channel, inwardly rectifying subfamily J member 4) (Inward rectifier K(+) channel Kir2.3) (Hippocampal inward rectifier) (HIR) (HRK1) (HIRK2)",1352483,532,455,0.0445,0.5007,0.08893,1.71988,0.00509,-2962.63,-2941.27,-2931.89,18.7626,0,0,0.00727891,56.67,51.8038,0.506,0.567,NULL,0.363077
SPU_020507,Sp-Fma38b2,"family with sequence similarity 38, member B2",XP_001478828.1,977,511,0.0913,0.3351,0.27251,2.39442,0.02103,-3395.73,-3353.59,-3344.21,18.7582,0,0,0.00727891,52.34,43.7072,0.488,0.616,0.327738,0.3204
SPU_021214,Sp-Hypp_1017,hypothetical protein-1017,XP_002209409.1,803,317,0.0531,0.3534,0.15014,2.52303,0.00709,-1952.08,-1937.8,-1928.44,18.7219,0,0,0.00727891,52.91,54.732,0.467,0.449,0.342262,0.380719
SPU_017711,Sp-Hypp_138,hypothetical protein-138; N-acetyltransferase 9-like; polymerase (DNA directed) nu-like,AAH11315.1,1042,402,0.1469,0.2563,0.57307,2.51721,0.0819,-2859.07,-2830.85,-2821.49,18.7188,0,0,0.00727891,50.65,54.6393,0.437,0.393,0.350401,0.359767
SPU_000159,Sp-Bdnr,none,AAR03494.1,1511,1017,0.1251,0.4682,0.2672,2.27704,0.0098,-7503.33,-7394.55,-7385.2,18.7025,0,0,0.00727891,50.27,45.5741,0.549,0.605,0.357754,0.366114
SPU_003713,Sp-Slc6a13,solute carrier family 6 member 13,NP_653095.1,673,377,0.0355,0.2085,0.17046,1.92674,0.03567,-2082.48,-2054.3,-2044.97,18.648,0,0,0.00727891,55.25,45.9406,0.509,0.632,0.375192,0.367
SPU_010440,Sp-Gpr112L_5,G protein-coupled receptor 112-like-5,CAX16092.1,720,456,0.1112,0.276,0.40269,2.31604,0.004,-3086.99,-3076.53,-3067.22,18.6251,0,0,0.00727891,58.85,50.3007,0.491,0.525,0.345849,0.3255
SPU_021008,Sp-Aki,none,XP_794080.1,588,444,0.1395,0.3579,0.38989,2.04566,0.01906,-3263.85,-3232.62,-3223.37,18.5005,0,0,0.00727891,59.04,53.51,0.486,0.52,0.373394,0.362658
SPU_021541,Sp-Hypp_1026,hypothetical protein-1026,NP_787974.4,965,581,0.1773,0.323,0.54908,2.26184,0.06641,-4469.06,-4430.8,-4421.56,18.4932,0,0,0.00727891,56.49,59.1187,0.461,0.364,0.351504,0.331
SPU_025966,Sp-Lrr15L,none,NP_083249.1,1137,996,0.0499,0.2075,0.24042,2.53597,0.00481,-5735.87,-5704.89,-5695.64,18.4927,0,0,0.00727891,54.84,57.3074,0.445,0.38,NULL,0.357
SPU_022195,Sp-Smicl,Smad interacting CPSF-like,NP_055932,926,575,0.1617,0.2762,0.58543,2.76349,0.02522,-4254.82,-4232.41,-4223.19,18.4433,0,0,0.00727891,55.75,56.0272,0.458,0.438,0.344587,0.3245
SPU_028843,Sp-Ccp/Zp_2,none,NP_000177,1036,555,0.1183,0.2944,0.40185,2.61585,0.06364,-3877.66,-3838.03,-3828.83,18.3974,0,0,0.00727891,60.11,54.4234,0.505,0.526,0.353523,0.4185
SPU_014795,Sp-Trpc4,TRPC4, XP_781318,928,617,0.0253,0.3085,0.08194,1.66891,0.00854,-3505.12,-3478.8,-3469.62,18.3663,0,0,0.00727891,53,48.4397,0.498,0.548,0.366725,0.3905
SPU_012194,Sp-Naalad2L_4,n-acetylated alpha-linked acidic dipeptidase 2,CAB39968,259,188,0.1546,0.5628,0.27475,2.3616,0.03807,-1510.22,-1468.91,-1459.74,18.3378,0,0,0.00727891,60.54,51.5977,0.497,0.537,0.354825,0.392821
SPU_026780,Sp-NgrnL,"neugrin, neurite outgrowth associated-like",EAX02097.1,361,246,0.1454,0.2375,0.61234,2.07504,0.05262,-1721.21,-1703.16,-1694.03,18.2553,0,0,0.00727891,52.08,54.9399,0.456,0.45,0.271825,0.384
SPU_002680,Sp-Abcf2,none, NP_002931,610,511,0.0811,0.484,0.16761,1.62761,0.02633,-3591.85,-3528.14,-3519.02,18.2343,0,0,0.00727891,53.08,48.5478,0.507,0.553,0.361332,0.3775
SPU_020943,Sp-Gtub2f,none,NP_999657,442,317,0.013,0.1553,0.08341,2.63744,0.00637,-1557.26,-1545.33,-1536.23,18.2071,0,0,0.00727891,54.1,49.1196,0.48,0.547,0.349085,0.3705
SPU_010238,Sp-Tppp3,tubulin polymerization-promoting protein family member 3,NP_057224.2,171,137,0.1535,0.2802,0.54782,1.30167,0.15846,-959.278,-936.124,-927.05,18.1484,0,0,0.00727891,43.28,38.3573,0.493,0.575,0.360898,0.339
SPU_027523,Sp-Mcl1,"Mcl-1 ubiquitin ligase, HECT, UBA and WWE domain containing 1 ",AAY98257,4393,3453,0.0135,0.2485,0.05435,2.62602,0.01559,-18746,-18697.4,-18688.3,18.0551,0,0,0.00727891,54.13,50.3588,0.506,0.491,0.340255,0.3245
SPU_018400,Sp-Nnt,nicotinamide nucleotide transhydrogenase,NP_892022.2,1068,989,0.0313,0.2009,0.1557,2.01076,0.03521,-5459.89,-5422.73,-5413.7,18.0456,0,0,0.00727891,53.31,52.5505,0.49,0.448,NULL,0.329
SPU_018888,Sp-Z40,none,CAF91092,1034,700,0.1139,0.4248,0.26814,2.21344,0.06403,-5075.46,-5034.67,-5025.65,18.0411,0,0,0.00727891,55.97,55.1014,0.474,0.495,NULL,0.315385
SPU_002742,Sp-FatL1,none,NP_005236,1342,965,0.0554,0.3559,0.15559,2.24974,0.01643,-5948.24,-5885.76,-5876.78,17.9684,0,0,0.00727891,52.61,46.9517,0.515,0.619,0.336626,0.3855
SPU_021670,Sp-Atub11,none,none,466,403,0.1377,0.3181,0.43296,1.64414,0.14617,-2900.23,-2858.96,-2849.99,17.9384,0,0,0.00727891,56.12,48.9333,0.512,0.574,0.41056,0.3655
SPU_014785,Sp-Tck,"Creatine kinase, ATP:creatine N-phosphotransferase",M33763,1174,864,0.0315,0.1908,0.16496,2.39738,0.00132,-4722.36,-4699.25,-4690.35,17.7917,0,0,0.00727891,54.83,53.1294,0.48,0.459,0.351945,0.366
SPU_015108,Sp-Stat,signal transducer and activator of transcription,AAT95391,801,713,0.0098,0.2192,0.04476,1.45949,0.01095,-3648.47,-3632.4,-3623.56,17.6782,0,0,0.00727891,54.98,49.5718,0.482,0.499,0.331375,0.344
SPU_002737,Sp-Nacha2,nicotinic acetylcholine receptor alpha 2,AAS90349.1,520,421,0.0401,0.2762,0.14517,1.91564,0.00595,-2389.07,-2363.59,-2354.8,17.5954,0,0,0.00727891,52.16,44.9589,0.529,0.658,0.380027,0.366667
SPU_017211,Sp-Glra1_1,glycine receptor alpha 1,AAH74980.1,530,464,0.0532,0.4237,0.12546,2.57352,0.01054,-2971.5,-2939.3,-2930.5,17.5911,0,0,0.00727891,54.87,46.5125,0.517,0.63,0.367193,0.401
SPU_002236,Sp-Hypp_3101,hypothetical protein-3101,none,1151,924,0.1229,0.2303,0.53392,2.74902,0.07315,-6228.96,-6201.08,-6192.3,17.5621,0,0,0.00727891,50.97,54.5106,0.443,0.368,0.35325,0.3435
SPU_025287,Sp-Hypp_2786,hypothetical protein-2786,EDO39832.1,580,143,0.2698,0.55,0.49051,2.03442,0.09603,-1325.9,-1312.38,-1303.61,17.5413,0,0,0.00727891,53.16,52.5798,0.474,0.424,0.362508,0.383
SPU_020303,Sp-Tmem144,transmembrane protein 144,XP_420383.2,363,194,0.0501,0.2134,0.23487,2.81539,0.00517,-1113.63,-1107.98,-1099.27,17.4177,0,0,0.00727891,60.17,58.5034,0.455,0.417,0.336302,0.3845
SPU_018947,Sp-Gpr151L_12,G protein-coupled receptor 151-like-12,ACD99708.1,482,436,0.1638,0.3419,0.47906,2.25011,0.01337,-3368.4,-3337.68,-3328.98,17.3902,0,0,0.00727891,56.17,52.2466,0.483,0.526,NULL,0.316
SPU_026104,Sp-Hyal3,hyaluronidase 3; hyaluronoglucosaminidase 3,EDL21205.1,405,282,0.1491,0.3649,0.40856,2.19035,0.03719,-2054.78,-2034.97,-2026.32,17.312,0,0,0.00727891,60.45,57.8038,0.491,0.504,0.405486,0.3675
SPU_006142,Sp-Trpc5_3,Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (Mtrp5) (trp-related protein 5) (Capacitative calcium entry channel 2) (CCE2),14548292,626,285,0.0284,0.3848,0.07385,2.20137,0.02277,-1720.01,-1693.05,-1684.39,17.3027,0,0,0.00727891,55.79,45.9093,0.526,0.608,0.365981,0.364615
SPU_005009,Sp-Fbxw7,F-box and WD repeat domain containing 7,XP_417265.2,825,612,0.0842,0.2996,0.28119,2.24736,0.00168,-3994.86,-3970.57,-3961.92,17.2968,0,0,0.00727891,56.13,54.8273,0.468,0.453,0.344478,0.347
SPU_002733,Sp-Dnah5-2,"dynein, axonemal, heavy chain 5-2",EAX08050.1,1407,680,0.029,0.5184,0.05591,2.64175,0.00521,-4148.49,-4120.4,-4111.77,17.2546,0,0,0.00727891,48.75,39.0851,0.526,0.669,0.347787,0.3385
SPU_005151,Sp-Sptan1,"spectrin, alpha, non-erythrocytic 1",EAW87812.1,2338,1295,0.0272,0.3664,0.07411,1.31511,0.01324,-7268.65,-7228.84,-7220.21,17.2491,0,0,0.00727891,52.17,48.4822,0.477,0.545,0.333512,0.354566
SPU_021991,Sp-Cpa2L_4,"carboxypeptidase A2 (pancreatic), zinc carboxypeptidase",AAP36351,385,249,0.0704,0.3589,0.19626,1.8895,0.00455,-1616.7,-1593.27,-1584.66,17.2164,0,0,0.00727891,58.73,51.2438,0.478,0.522,0.343703,0.343
SPU_021979,Sp-Mthfd1,"C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ; Formyltetrahydrofolate synthetase ] ",115206,709,537,0.048,0.2632,0.18249,2.20306,0.0102,-3179.17,-3147.14,-3138.54,17.2163,0,0,0.00727891,52.18,45.9221,0.513,0.541,0.341169,0.3615
SPU_013770,Sp-Ahcy,Adenosylhomocysteinase 1 (S-adenosyl-L-homocysteine hydrolase 1) (ADOHCYASE 1),1710845,431,394,0.0452,0.32,0.14115,1.85882,0.00891,-2342.3,-2306.72,-2298.14,17.1623,0,0,0.00727891,44.83,37.3996,0.52,0.602,0.346944,0.3575
SPU_013010,Sp-Glud1_1,"Glutamate dehydrogenase 1, mitochondrial precursor (GDH) (Memory-related protein 2) (MRG-2)",118543,416,237,0.0617,0.3628,0.16995,3.24713,0.03774,-1504.32,-1473.53,-1464.97,17.1273,0,0,0.00727891,50.16,46.2094,0.501,0.539,0.376253,0.360513
SPU_015352,Sp-Dcst2,DC-STAMP domain containing 2,EAW53148.1,1458,1226,0.0925,0.3511,0.26341,2.14851,0.00503,-8433.76,-8382.87,-8374.34,17.0736,0,0,0.00727891,58.56,53.061,0.512,0.5,0.353589,0.3215
SPU_019344,Sp-VwdeL_1,von Willebrand factor D and EGF domains-like-1,BAB55237.1,398,295,0.0795,0.3747,0.21219,1.73468,0.09056,-1945.33,-1908.56,-1900.05,17.026,0,0,0.00727891,53.14,53.2635,0.476,0.397,0.361082,0.338
SPU_001235,Sp-Vps13a,"vacuolar protein sorting 13A (yeast), isoform CRA_c",EAW625991.1,2318,1559,0.047,0.2368,0.19857,1.99445,0.09363,-8977.46,-8909.83,-8901.33,17.0087,0,0,0.00727891,53.65,49.0746,0.487,0.511,0.340504,0.394
SPU_021394,Sp-Ehd1,"EH-domain Containing Protein 1, Testilin",NM_006795,540,520,0.0549,0.3049,0.17993,1.83231,0.07111,-3182.37,-3130.06,-3121.58,16.9546,0,0,0.00727891,55.84,51.4287,0.474,0.528,0.376668,0.332821
SPU_015688,Sp-Z154,none,BAD32515,969,782,0.109,0.2924,0.37286,2.07702,0.03079,-5265.52,-5228.56,-5220.12,16.8725,0,0,0.00727891,56.98,54.2749,0.474,0.497,0.302632,0.311
SPU_022035,Sp-Dyrk4_1,dual specificity tyrosine phosphorylation regulated kinase 4,XP_784638.1,542,396,0.0342,0.3884,0.08812,2.15034,0.01108,-2412.63,-2394.68,-2386.27,16.8241,0,0,0.00727891,55.48,49.2624,0.47,0.546,0.365375,0.399
SPU_000178,Sp-PP2aB56e,"Epsilon isoform of regulatory subunit B56, protein phosphatase 2A",AAN14118,461,444,0.0281,0.0702,0.40043,2.57918,0.00305,-2151.6,-2143.21,-2134.81,16.7983,0,0,0.00727891,55.67,51.6713,0.437,0.502,0.350564,0.397
SPU_001680,Sp-Hypp_3116,hypothetical protein-3116,none,1396,648,0.1344,0.4032,0.3333,2.02736,0.11685,-4768.09,-4714.88,-4706.54,16.6781,0,0,0.00727891,54.33,52.9213,0.462,0.508,0.343302,0.388718
